Tweet,Date,FC,RC,Hashtags,DOW,Month,Hour,Minute,Time
I would love to see the Republican party and everyone get together- and unify. Video: https://www.facebook.com/DonaldTrump/videos/10156710114610725/,2016-03-02 23:54:31+00:00,11622,4205,,Wednesday,3,23,54,23.9
.@CNN poll just hit 49% for Trump. Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!,2016-03-02 23:18:54+00:00,12551,3736,,Wednesday,3,23,18,23.3
"Why can't the leaders of the Republican Party see that I am bringing in new voters by the millions-we are creating a larger, stronger party!",2016-03-02 21:50:30+00:00,23764,8055,,Wednesday,3,21,50,21.83
"Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam, his house sale & his no show voting!",2016-03-02 18:11:23+00:00,11509,4192,,Wednesday,3,18,11,18.18
The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.,2016-03-02 17:53:38+00:00,12856,5341,,Wednesday,3,17,53,17.88
Thank you Massachusetts! #Trump2016 #SuperTuesday,2016-03-02 01:01:49+00:00,17077,5749,#Trump2016 #SuperTuesday,Wednesday,3,1,1,1.02
MAKE AMERICA GREAT AGAIN!,2016-03-01 19:52:30+00:00,25986,14680,,Tuesday,3,19,52,19.87
"Great news- Former Mayor of Dallas, Tom Leppert, has just endorsed me! Thank you! Tomorrow is a big day- VOTE! #VoteTrump #SuperTuesday",2016-03-01 01:40:13+00:00,11892,4243,#VoteTrump #SuperTuesday,Tuesday,3,1,40,1.67
"Thank you Virginia! 15,000 amazing supporters! Everyone get out and #VoteTrump tomorrow!",2016-02-29 19:46:58+00:00,11829,4133,#VoteTrump,Monday,2,19,46,19.77
"I am self funding my campaign and only work for YOU, the American people! #Trump2016 Video: https://www.facebook.com/DonaldTrump/videos/10156699675010725/",2016-02-29 15:49:03+00:00,12788,4670,#Trump2016,Monday,2,15,49,15.82
Thank you @SenatorSessions! #MakeAmericaGreatAgain #Trump2016 https://www.facebook.com/DonaldTrump/posts/10156699096370725:0,2016-02-29 01:09:46+00:00,9738,3791,#MakeAmericaGreatAgain #Trump2016,Monday,2,1,9,1.15
"THANK YOU ALABAMA! 32,000 supporters tonight. Get out & VOTE on Tuesday! WE WILL MAKE AMERICA GREAT AGAIN!",2016-02-29 00:25:14+00:00,15042,5737,,Monday,2,0,25,0.42
Our law enforcement officers deserve our appreciation for the incredible job they do. Video: https://www.facebook.com/DonaldTrump/videos/10156696078600725/,2016-02-28 22:02:55+00:00,12484,4459,,Sunday,2,22,2,22.03
I will be making a big surprise announcement to the massive crowd assembled in Huntsville/Madison Alabama! Landing now! #Trump2016,2016-02-28 21:56:49+00:00,10370,3201,#Trump2016,Sunday,2,21,56,21.93
"Little Marco Rubio treated America's ICE officers ""like absolute trash"" in order to pass Obama's amnesty.",2016-02-28 19:19:11+00:00,6190,3060,,Sunday,2,19,19,19.32
Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio,2016-02-28 18:45:35+00:00,8770,3693,#RobotRubio,Sunday,2,18,45,18.75
Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!,2016-02-28 17:53:29+00:00,7367,2610,,Sunday,2,17,53,17.88
"Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician.",2016-02-28 17:50:23+00:00,11199,5050,,Sunday,2,17,50,17.83
As I stated at the press conference on Friday regarding David Duke- I disavow.,2016-02-28 17:35:29+00:00,8738,4579,,Sunday,2,17,35,17.58
"Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!",2016-02-28 16:47:13+00:00,37477,32149,,Sunday,2,16,47,16.78
Making a big speech in Alabama today. So many people we had to move to a football stadium! Come and join us!,2016-02-28 12:58:01+00:00,9898,3069,,Sunday,2,12,58,12.97
I am the only Republican who will get large numbers of Dems and Indies (crossover). I will also get states that no other Republican can get.,2016-02-28 12:43:28+00:00,11096,3744,,Sunday,2,12,43,12.72
"While Hillary and I both won South Carolina by big margins, Repubs got far more votes with a massive increase from past cycles.GROWING PARTY",2016-02-28 12:20:19+00:00,11122,3320,,Sunday,2,12,20,12.33
"While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida",2016-02-28 11:28:47+00:00,6855,2689,,Sunday,2,11,28,11.47
We need to fix our broken education system! #StopCommonCore #MakeAmericaGreatAgain Video: https://www.facebook.com/DonaldTrump/videos/10156692264830725/,2016-02-28 03:02:08+00:00,10253,3549,#StopCommonCore #MakeAmericaGreatAgain,Sunday,2,3,2,3.03
It was an honor to be the Grand Marshall- in the Salute to Israel Parade back in 2004.,2016-02-27 22:40:07+00:00,10354,3728,,Saturday,2,22,40,22.67
"Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar",2016-02-27 21:20:48+00:00,11663,3929,,Saturday,2,21,20,21.33
"I started my business with very little and built it into a great company, with some of the best real estate assets in the World. Amazing!",2016-02-27 16:08:40+00:00,11070,3116,,Saturday,2,16,8,16.13
"I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!",2016-02-27 16:04:35+00:00,10810,3360,,Saturday,2,16,4,16.07
I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!,2016-02-27 15:25:07+00:00,14959,4981,,Saturday,2,15,25,15.42
"Tax experts throughout the media agree that no sane person would give their tax returns during an audit. After the audit, no problem!",2016-02-27 15:20:33+00:00,8643,2695,,Saturday,2,15,20,15.33
What I would do on my first day in office. #MakeAmericaGreatAgain Watch: https://www.facebook.com/DonaldTrump/videos/10156689716915725/,2016-02-27 02:08:18+00:00,8479,3312,#MakeAmericaGreatAgain,Saturday,2,2,8,2.13
"Thank you Texas! 10,000 amazing supporters! #Trump2016 #MakeAmericaGreatAgain",2016-02-26 21:34:21+00:00,10177,3507,#Trump2016 #MakeAmericaGreatAgain,Friday,2,21,34,21.57
Never let them see you sweat!,2016-02-26 21:11:30+00:00,17696,7648,,Friday,2,21,11,21.18
Thank you for your support & friendship- Governor @ChrisChristie! #MakeAmericaGreatAgain #Trump2016,2016-02-26 21:07:16+00:00,16067,5193,#MakeAmericaGreatAgain #Trump2016,Friday,2,21,7,21.12
They don't like Rubio in Florida- he left them high & dry. Doesn't even show up for votes!,2016-02-26 20:52:02+00:00,9042,2936,,Friday,2,20,52,20.87
"Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.",2016-02-26 16:38:36+00:00,11776,3905,,Friday,2,16,38,16.63
"Wow, every poll said I won the debate last night. Great honor!",2016-02-26 16:17:29+00:00,12003,3085,,Friday,2,16,17,16.28
Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!,2016-02-26 16:16:14+00:00,9963,3207,,Friday,2,16,16,16.27
Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!,2016-02-26 16:15:06+00:00,12552,4004,,Friday,2,16,15,16.25
Why would the people of Florida vote for Marco Rubio when he defrauded them by agreeing to represent them as their Senator and then quit!,2016-02-26 14:49:40+00:00,9479,3201,,Friday,2,14,49,14.82
"Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!",2016-02-26 14:02:29+00:00,13934,5021,,Friday,2,14,2,14.03
THANK YOU! #MakeAmericaGreatAgain #Trump2016 https://www.facebook.com/DonaldTrump/posts/10156687171790725:0,2016-02-25 22:16:26+00:00,9916,3622,#MakeAmericaGreatAgain #Trump2016,Thursday,2,22,16,22.27
"FMR PRES of Mexico, Vicente Fox horribly used the F word when discussing the wall. He must apologize! If I did that there would be a uproar!",2016-02-25 20:27:15+00:00,13335,4142,,Thursday,2,20,27,20.45
"Early on Ted Cruz said that if he didn't win South Carolina, it's over. He didn't win- and lost to me in a landslide!",2016-02-25 18:58:03+00:00,8849,2715,,Thursday,2,18,58,18.97
I'm going to do what @MittRomney was totally unable to do- WIN!,2016-02-25 16:44:52+00:00,12849,5026,,Thursday,2,16,44,16.73
LETS MAKE AMERICA GREAT AGAIN! Schedule & tickets: http://www.donaldjtrump.com/schedule,2016-02-25 16:41:37+00:00,5877,2336,,Thursday,2,16,41,16.68
Signing a recent tax return- isn't this ridiculous?,2016-02-25 16:35:12+00:00,14969,5969,,Thursday,2,16,35,16.58
"Just for your info, tax returns have 0 to do w/ someone’s net worth. I have already filed my financial statements w/ FEC. They are great!",2016-02-25 16:22:44+00:00,8432,2823,,Thursday,2,16,22,16.37
"Mitt Romney, who was one of the dumbest and worst candidates in the history of Republican politics, is now pushing me on tax returns. Dope!",2016-02-25 12:34:11+00:00,20630,7956,,Thursday,2,12,34,12.57
Great new poll. Thank you Texas! #VoteTrump #MakeAmericaGreatAgain,2016-02-25 04:07:19+00:00,6316,2292,#VoteTrump #MakeAmericaGreatAgain,Thursday,2,4,7,4.12
Ted Cruz is lying again. Polls are showing that I do beat Hillary Clinton head to head. Check out http://U.S.A.Today Poll snd Q Poll.,2016-02-25 02:20:19+00:00,6004,2193,,Thursday,2,2,20,2.33
"When Ted Cruz quits the race and the field begins to clear, I will get most of his votes - no problem!",2016-02-24 23:49:15+00:00,8744,2599,,Wednesday,2,23,49,23.82
"Why would Texans vote for ""liar"" Ted Cruz when he was born in Canada, lived there for 4 years-and remained a Canadian citizen until recently",2016-02-24 23:45:06+00:00,12638,6959,,Wednesday,2,23,45,23.75
"When Mitt Romney asked me for my endorsement last time around, he was so awkward and goofy that we all should have known he could not win!",2016-02-24 23:26:19+00:00,8204,3201,,Wednesday,2,23,26,23.43
"Mitt Romney,who totally blew an election that should have been won and whose tax returns made him look like a fool, is now playing tough guy",2016-02-24 23:13:15+00:00,9125,3802,,Wednesday,2,23,13,23.22
"The polls show that I picked up many Jeb Bush supporters. That is how I got to 46%. When others drop out, I will pick up more. Sad but true",2016-02-24 21:36:35+00:00,11673,3215,,Wednesday,2,21,36,21.6
MAKE AMERICA GREAT AGAIN!,2016-02-24 18:31:36+00:00,8402,3455,,Wednesday,2,18,31,18.52
I am self funding my campaign & don't owe anybody anything! I only owe it to the American people! #Trump2016 Watch:,2016-02-24 17:03:43+00:00,10826,3695,#Trump2016,Wednesday,2,17,3,17.05
".@USATODAY Poll and @QuinnipiacPoll say that I beat both Hillary and Bernie, and I havn't even started on them yet!",2016-02-24 16:12:50+00:00,8379,3151,,Wednesday,2,16,12,16.2
THANK YOU NEVADA! #Trump2016 #MakeAmericaGreatAgain @Snapchat! Username: realdonaldtrump https://www.snapchat.com/add/realdonaldtrump,2016-02-24 06:25:53+00:00,8544,2692,#Trump2016 #MakeAmericaGreatAgain,Wednesday,2,6,25,6.42
THANK YOU NEVADA! WE WILL MAKE AMERICA SAFE & GREAT AGAIN! https://www.facebook.com/DonaldTrump/posts/10156680424255725:0,2016-02-24 05:41:02+00:00,12513,4811,,Wednesday,2,5,41,5.68
Make sure you get on the Trump line and are not mislead by the Cruz people. They are bad! BE CAREFUL.,2016-02-24 02:00:18+00:00,8541,2952,,Wednesday,2,2,0,2.0
Club for Growth is the group that came to my office seeking $1 million dollars. I told them no and now they are doing negative ads.,2016-02-23 23:08:48+00:00,5572,2163,,Tuesday,2,23,8,23.13
"Great. Just reported on @FoxNews that many people who supported @JebBush are now supporting me. I knew that would happen, pundits didn't!",2016-02-23 18:12:51+00:00,10833,3598,,Tuesday,2,18,12,18.2
"Unlike the other Republican candidates, I will be in Nevada all day and night - I won't be fleeing, in and out. I love & invest in Nevada!",2016-02-23 17:11:30+00:00,9281,2733,,Tuesday,2,17,11,17.18
"I am growing the Republican Party tremendously - just look at the numbers, way up! Democrats numbers are significantly down from years past.",2016-02-23 15:47:08+00:00,8114,3118,,Tuesday,2,15,47,15.78
Ted Cruz lifts the Bible high into the air and then lies like a dog-over and over again! The Evangelicals in S.C. figured him out & said no!,2016-02-23 15:15:55+00:00,6513,2250,,Tuesday,2,15,15,15.25
Ted Cruz only talks tough on immigration now because he did so badly in S.C. He is in favor of amnesty and weak on illegal immigration.,2016-02-23 14:37:10+00:00,5711,2353,,Tuesday,2,14,37,14.62
"THANK YOU LAS VEGAS, NEVADA! #NevadaCaucus #VoteTrumpNV https://www.facebook.com/DonaldTrump/posts/10156676695120725:0",2016-02-23 05:19:29+00:00,7255,2498,#NevadaCaucus #VoteTrumpNV,Tuesday,2,5,19,5.32
Thank you Michigan! #VoteTrumpMI Trump 35% Kasich 17% Cruz 12% Rubio 12% Carson 9% Via: ARG,2016-02-23 01:37:52+00:00,8329,2854,#VoteTrumpMI,Tuesday,2,1,37,1.62
Great poll! Thank you North Carolina! #VoteTrumpNC on 3/15! Trump 36% Cruz 18% Rubio 18% Carson 10% Kasich 7% Via @SurveyUSA,2016-02-23 01:34:44+00:00,6501,2196,#VoteTrumpNC,Tuesday,2,1,34,1.57
"Just saw the phony ad by Cruz - totally false, more dirty tricks. He got caught in so many lies - is this man crazy?",2016-02-22 21:06:25+00:00,6736,2316,,Monday,2,21,6,21.1
Ted Cruz has now apologized to Marco Rubio and Ben Carson for fraud and dirty tricks. No wonder he has lost Evangelical support!,2016-02-22 20:55:16+00:00,7639,2814,,Monday,2,20,55,20.92
"Wow, Ted Cruz falsely suggested Marco Rubio mocked the Bible and was just forced to fire his Communications Director. More dirty tricks!",2016-02-22 20:44:02+00:00,7777,2938,,Monday,2,20,44,20.73
"It is so important to audit The Federal Reserve, and yet Ted Cruz missed the vote on the bill that would allow this to be done.",2016-02-22 20:37:55+00:00,10305,5701,,Monday,2,20,37,20.62
"I hear the Rickets family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful, they have a lot to hide!",2016-02-22 14:42:50+00:00,14114,8142,,Monday,2,14,42,14.7
"The reason that Ted Cruz lost the Evangelicals in S.C. is because he is a world class LIAR, and Evangelicals do not like liars!",2016-02-22 13:36:39+00:00,7163,2852,,Monday,2,13,36,13.6
"I am in Las Vegas, at the best hotel (by far), Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!",2016-02-22 12:48:30+00:00,9411,2597,,Monday,2,12,48,12.8
"A number of months ago, I was not expected to win South Carolina,Ted Cruz was, and yet I won in a landslide - every group and category. WIN!",2016-02-22 12:22:38+00:00,9837,2467,,Monday,2,12,22,12.37
The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!,2016-02-21 11:52:51+00:00,9370,3203,,Sunday,2,11,52,11.87
"Thank you @SarahPalinUSA for your amazing help and support. Big win, leaving now for Atlanta and Nevada.The people of South Carolina got it!",2016-02-21 11:09:50+00:00,9551,2442,,Sunday,2,11,9,11.15
"""@mikeliberation: This is the best reaction shot I've ever seen lol #Trump2016""",2016-02-21 04:57:42+00:00,25264,10873,#Trump2016,Sunday,2,4,57,4.95
"What a great night. Thank you South Carolina, a special place with truly amazing people! LOVE",2016-02-21 03:01:10+00:00,16283,4888,,Sunday,2,3,1,3.02
People (pundits) gave me no chance in South Carolina. Now it looks like a possible win. I would be happy with a one vote victory! (HOPE),2016-02-21 00:05:57+00:00,13276,3405,,Sunday,2,0,5,0.08
"South Carolina voters have the future of our country in their hands. Vote now (today), and MAKE AMERICA GREAT AGAIN!",2016-02-20 17:39:24+00:00,8228,2799,,Saturday,2,17,39,17.65
Remember that Marco Rubio is very weak on illegal immigration. South Carolina needs strength as illegals and Syrians pour in. Don't allow it,2016-02-20 17:02:44+00:00,8189,3137,,Saturday,2,17,2,17.03
I wonder if President Obama would have attended the funeral of Justice Scalia if it were held in a Mosque? Very sad that he did not go!,2016-02-20 16:42:11+00:00,25578,10348,,Saturday,2,16,42,16.7
